"Time","spinnaker"
2023-04-17 20:17:30,229
2023-04-17 20:17:45,89.9
2023-04-17 20:18:00,89.9
2023-04-17 20:18:15,421
2023-04-17 20:18:30,421
2023-04-17 20:18:45,28.2
2023-04-17 20:19:00,28.2
2023-04-17 20:19:15,224
2023-04-17 20:19:30,224
2023-04-17 20:19:45,236
2023-04-17 20:20:00,236
2023-04-17 20:20:15,174
2023-04-17 20:20:30,174
2023-04-17 20:20:45,371
2023-04-17 20:21:00,371
2023-04-17 20:21:15,209
2023-04-17 20:21:30,209
2023-04-17 20:21:45,199
2023-04-17 20:22:00,199
